,Customer_ID,Age,Gender,Country,Purchase_Amount,Purchase_Date,Product_Category,Satisfaction_Score,Churn
2494,1572,61,Male,Canada,2672.08,2020-08-10,Home,4,1
2495,8521,20,Female,Canada,3666.96,2024-06-14,Home,1,0
2496,7171,21,Male,India,3573.34,2022-04-07,Clothing,2,1
2497,8097,55,Female,Germany,4192.51,2020-09-22,Sports,4,1
2498,3090,29,Other,USA,1572.48,2023-09-05,Home,5,1
2499,7566,36,Female,Germany,1397.85,2023-02-03,Electronics,5,0
2500,5624,27,Female,Australia,4070.58,2020-09-09,Sports,3,1
2501,2633,18,Male,India,806.81,2020-07-17,Electronics,2,1
2502,2517,34,Female,Australia,2036.45,2022-12-15,Beauty,5,0
2503,4648,33,Male,Canada,568.79,2022-07-16,Clothing,2,1
2504,2537,26,Female,USA,4526.12,2021-02-10,Electronics,2,0
2505,4137,26,Female,India,1742.92,2024-01-01,Home,2,1
2506,7985,26,Male,Australia,668.68,2024-11-09,Clothing,4,0
2507,1097,29,Male,USA,3306.07,2024-01-20,Sports,5,0
2508,4750,58,Male,Canada,845.55,2024-02-09,Clothing,1,0
2509,9535,32,Male,Canada,4689.27,2023-10-02,Home,1,1
2510,9174,19,Male,India,1521.89,2021-04-30,Electronics,3,1
2511,9103,28,Other,Canada,3155.52,2022-05-02,Sports,5,0
2512,6413,28,Female,USA,1398.85,2020-12-28,Electronics,2,1
2513,5666,25,Female,Germany,3939.85,2024-10-19,Electronics,5,1
2514,1610,49,Female,UK,4433.08,2020-07-30,Home,5,0
2515,2727,23,Male,Canada,3833.55,2021-12-01,Clothing,3,1
2516,2854,37,Other,Canada,4166.74,2022-05-26,Electronics,2,0
2517,6055,56,Male,USA,60.34,2021-09-05,Electronics,3,0
2518,3324,52,Female,Australia,4582.36,2022-07-04,Electronics,1,0
2519,10369,25,Female,USA,2933.65,2023-12-31,Home,5,0
2520,10283,41,Male,India,4280.7,2020-05-22,Electronics,3,0
2521,6774,41,Female,UK,3264.4,2023-08-01,Beauty,5,0
2522,7519,60,Female,USA,610.16,2022-12-29,Home,3,0
2523,2749,51,Male,Germany,2852.55,2024-05-19,Sports,3,0
2524,1781,36,Male,UK,0.2,2022-08-15,Home,4,0
2525,8548,24,Male,Canada,3326.48,2024-09-29,Electronics,5,1
2526,7823,48,Male,Canada,1749.51,2024-03-31,Sports,5,1
2527,3105,35,Female,Germany,334.53,2023-08-26,Beauty,3,0
2528,4867,57,Other,Canada,4885.76,2022-05-14,Sports,5,1
2529,8193,31,Male,Germany,4455.96,2023-07-10,Electronics,3,1
2530,5976,56,Other,Australia,4414.49,2020-02-29,Home,1,1
2531,3113,53,Other,India,3838.51,2021-06-05,Beauty,4,1
2532,6879,34,Male,USA,3305.9,2020-11-04,Clothing,1,0
2533,4970,54,Male,Germany,3102.94,2024-03-23,Beauty,5,1
2534,10259,61,Male,Canada,83.52,2023-11-06,Beauty,2,0
2535,8264,26,Female,Australia,4453.11,2020-12-06,Home,3,0
2536,2577,37,Male,Australia,4346.21,2024-06-13,Beauty,4,1
2537,10203,62,Other,Canada,3613.19,2024-04-21,Home,3,1
2538,3274,45,Male,Germany,4600.23,2022-06-18,Electronics,2,1
2539,5869,41,Female,UK,2541.96,2023-01-12,Sports,1,1
2540,7744,37,Other,India,1962.03,2023-06-11,Electronics,5,1
2541,3426,58,Female,India,4823.71,2022-01-31,Sports,2,1
2542,6546,53,Female,Canada,2052.72,2020-08-27,Home,3,0
2543,7852,44,Female,Australia,3027.28,2023-02-01,Home,5,0
2544,3551,25,Male,USA,1551.84,2024-10-12,Clothing,3,1
2545,7411,49,Female,Australia,2999.79,2020-08-12,Home,3,1
2546,1007,18,Male,USA,3460.54,2020-10-05,Electronics,1,0
2547,9087,34,Other,Australia,2935.61,2023-11-17,Home,5,1
2548,3555,26,Female,Canada,2330.1,2024-08-28,Home,3,1
2549,1475,37,Male,Germany,1150.61,2021-03-04,Home,3,0
2550,6416,62,Male,UK,3041.15,2021-02-05,Home,1,1
2551,9676,49,Female,Canada,4496.36,2020-02-15,Electronics,5,1
2552,8239,19,Female,UK,461.98,2021-05-28,Electronics,3,0
2553,7710,49,Female,USA,236.61,2023-04-14,Electronics,4,0
2554,6000,62,Other,USA,158.75,2022-10-20,Home,3,0
2555,5654,26,Other,Germany,4577.63,2024-12-13,Electronics,5,0
2556,9078,47,Male,UK,3145.11,2024-07-11,Home,5,0
2557,7063,37,Female,Canada,4734.83,2024-12-12,Sports,4,1
2558,3285,55,Male,India,2705.47,2023-10-21,Home,3,1
2559,6223,18,Male,Australia,2039.53,2023-04-11,Clothing,2,0
2560,7971,22,Other,USA,3857.89,2020-10-30,Electronics,2,1
2561,4525,52,Female,Canada,385.18,2020-05-31,Electronics,3,0
2562,3822,53,Female,UK,1597.36,2020-12-16,Home,5,0
2563,5943,18,Male,India,2064.51,2021-12-05,Clothing,3,1
2564,7530,31,Female,Canada,1141.52,2020-04-01,Clothing,3,0
2565,1258,26,Female,India,1542.07,2023-03-30,Home,1,0
2566,1282,47,Male,Canada,70.42,2020-04-15,Home,3,1
2567,2898,41,Male,India,588.91,2022-01-10,Beauty,5,1
2568,5135,21,Female,Germany,1345.23,2023-01-31,Home,2,0
2569,7629,41,Female,Australia,3877.4,2020-05-11,Electronics,3,1
2570,4200,31,Other,Australia,503.74,2022-02-07,Home,4,1
2571,6110,42,Male,Australia,1406.52,2023-08-05,Sports,1,1
2572,8167,21,Other,USA,142.94,2021-04-02,Clothing,4,1
2573,1612,42,Male,Canada,2564.07,2022-06-17,Home,1,0
2574,1687,27,Male,India,2861.88,2023-01-29,Sports,2,1
2575,4690,52,Female,Australia,4260.34,2022-11-10,Electronics,3,1
2576,9804,24,Female,UK,4005.14,2020-09-05,Home,3,1
2577,3307,59,Female,Canada,1069.58,2020-07-10,Home,3,0
2578,8133,30,Male,USA,253.25,2021-08-07,Sports,2,1
2579,7509,21,Male,Canada,358.46,2023-08-29,Electronics,3,0
2580,10973,41,Female,UK,4829.3,2020-06-16,Home,5,1
2581,6906,60,Male,Canada,3202.74,2024-05-16,Electronics,4,0
2582,3591,53,Male,UK,265.86,2020-06-19,Electronics,5,1
2583,8183,31,Female,USA,252.29,2024-07-14,Home,5,1
2584,6248,35,Male,Australia,2171.9,2023-05-24,Sports,2,1
2585,9766,25,Other,USA,643.06,2024-03-12,Electronics,5,0
2586,6108,49,Other,Australia,3920.12,2023-04-12,Home,1,1
2587,4604,44,Male,India,2652.69,2021-06-19,Electronics,3,1
2588,1669,59,Female,USA,2869.48,2021-02-11,Home,4,0
2589,5364,54,Other,India,2045.54,2021-05-15,Clothing,5,0
2590,8329,40,Male,Canada,908.35,2023-03-07,Beauty,3,1
2591,2283,24,Female,USA,2741.72,2020-04-08,Electronics,2,0
2592,1923,29,Female,Australia,3443.34,2022-04-15,Sports,3,0
2593,2125,42,Male,USA,1540.21,2022-12-16,Clothing,3,1
2594,2529,20,Male,Canada,2277.19,2020-09-03,Home,5,0
2595,10786,43,Male,USA,4118.26,2021-11-14,Sports,5,1
2596,9438,21,Female,Germany,317.75,2021-12-13,Clothing,4,1
2597,4711,59,Other,USA,2498.73,2020-04-16,Clothing,1,1
2598,9004,53,Male,Australia,1416.27,2022-12-07,Electronics,1,0
2599,10752,32,Female,India,3365.37,2022-04-24,Electronics,3,0
2600,7274,49,Female,India,396.54,2023-08-02,Beauty,5,1
2601,4864,46,Female,India,3187.6,2020-02-15,Electronics,3,0
2602,8833,27,Male,Australia,65.94,2021-01-30,Clothing,3,1
2603,7788,38,Male,Canada,143.78,2023-02-17,Electronics,1,0
2604,1226,33,Male,UK,3485.43,2022-12-19,Beauty,5,1
2605,1264,64,Other,Australia,3021.88,2023-03-16,Beauty,5,1
2606,10587,36,Male,Germany,4422.15,2021-09-07,Home,4,0
2607,1645,46,Male,Australia,2358.1,2024-05-22,Home,1,0
2608,8544,35,Male,Germany,2415.13,2022-08-07,Electronics,1,1
2609,6569,61,Female,India,3388.6,2024-02-29,Sports,2,1
2610,3990,33,Female,Canada,1278.69,2021-11-04,Electronics,1,0
2611,3504,18,Female,USA,296.98,2024-10-16,Electronics,1,0
2612,10346,41,Other,Australia,765.25,2023-02-15,Electronics,5,0
2613,1587,19,Male,Canada,809.07,2020-08-24,Beauty,5,0
2614,10177,32,Female,Germany,1346.12,2023-05-26,Home,1,1
2615,5079,56,Other,Canada,4689.05,2023-02-21,Electronics,2,1
2616,4348,45,Male,USA,3926.64,2021-09-20,Home,2,0
2617,7299,18,Male,UK,4647.76,2023-07-10,Electronics,3,1
2618,4831,22,Female,Australia,4992.35,2020-06-18,Electronics,2,1
2619,10433,59,Male,Germany,1885.78,2024-09-27,Electronics,1,0
2620,9381,39,Other,India,748.9,2022-03-31,Clothing,3,1
2621,10172,53,Male,Canada,2580.02,2021-01-26,Electronics,3,0
2622,10890,63,Male,Germany,4346.24,2023-03-19,Home,3,1
2623,2715,30,Male,Canada,2061.53,2023-06-23,Electronics,5,0
2624,7450,18,Female,UK,2279.7,2021-05-15,Sports,5,1
2625,6433,33,Female,Germany,239.42,2024-12-22,Electronics,3,1
2626,2098,58,Male,Canada,1812.51,2023-04-29,Electronics,5,0
2627,8096,39,Other,India,1628.47,2020-06-22,Clothing,5,0
2628,3326,49,Male,USA,1434.29,2021-08-15,Electronics,3,1
2629,10087,33,Male,UK,4380.14,2020-06-20,Sports,2,0
2630,7416,32,Male,UK,173.84,2022-08-15,Home,4,1
2631,7980,63,Female,India,4846.81,2021-11-06,Home,5,0
2632,7763,59,Male,USA,454.64,2022-03-19,Home,5,1
2633,2674,29,Male,Canada,4700.77,2021-09-14,Sports,1,1
2634,8950,18,Female,India,2514.26,2021-12-19,Electronics,2,1
2635,10122,34,Other,UK,3363.45,2020-12-03,Clothing,1,0
2636,9915,58,Male,Canada,529.23,2023-12-05,Home,1,0
2637,7049,41,Female,UK,3098.16,2022-12-29,Home,3,1
2638,2089,45,Male,India,4350.77,2023-01-26,Electronics,1,0
2639,5578,24,Male,India,267.14,2022-07-25,Electronics,3,0
2640,10127,26,Male,India,198.95,2024-03-20,Sports,5,1
2641,1155,39,Female,Australia,1171.88,2023-04-23,Electronics,5,0
2642,10262,43,Male,Australia,389.49,2024-10-05,Home,1,1
2643,2958,29,Male,India,108.55,2023-12-07,Home,5,0
2644,7344,24,Male,India,3230.75,2021-01-12,Home,1,1
2645,6779,63,Female,UK,676.05,2022-11-01,Electronics,3,1
2646,7144,64,Female,Canada,3168.58,2023-12-03,Home,1,0
2647,6063,32,Male,USA,4240.61,2024-11-09,Electronics,5,1
2648,4830,55,Other,Canada,3086.14,2021-02-21,Sports,5,1
2649,10046,38,Male,UK,156.52,2020-11-26,Electronics,1,1
2650,9831,31,Male,Canada,2654.68,2022-09-09,Electronics,5,0
2651,10794,19,Male,India,1664.96,2020-10-06,Beauty,3,0
2652,7659,25,Female,India,1388.54,2023-02-12,Electronics,3,0
2653,1441,62,Male,UK,1251.92,2022-05-30,Clothing,5,1
2654,7040,23,Female,Australia,4611.88,2023-05-18,Electronics,3,0
2655,6925,54,Female,India,3583.79,2021-03-22,Electronics,5,0
2656,8358,54,Male,UK,236.17,2022-04-10,Beauty,2,0
2657,5628,50,Male,Germany,2118.03,2023-11-18,Clothing,3,0
2658,7370,58,Female,Australia,1250.23,2024-07-26,Sports,2,1
2659,10528,23,Female,Canada,4878.66,2022-01-04,Clothing,4,0
2660,1948,43,Male,Canada,4879.16,2023-04-19,Home,5,1
2661,9179,56,Female,India,1257.44,2024-01-28,Electronics,2,1
2662,7115,58,Male,Canada,1436.62,2022-11-17,Beauty,3,0
2663,1459,54,Male,India,2796.78,2020-07-11,Home,3,0
2664,8568,31,Female,USA,2136.19,2022-03-23,Home,1,0
2665,5646,54,Other,India,672.05,2022-08-19,Home,5,1
2666,1392,25,Male,Canada,3132.27,2023-07-03,Clothing,2,1
2667,2787,56,Male,Australia,1337.71,2024-07-04,Clothing,3,0
2668,8374,30,Male,Germany,3095.44,2021-02-27,Home,4,0
2669,2138,30,Male,Canada,1610.25,2021-12-06,Electronics,1,1
2670,5741,57,Male,UK,3351.15,2024-07-17,Sports,2,1
2671,8418,60,Male,USA,3172.9,2020-03-31,Electronics,5,1
2672,7362,45,Female,India,2298.47,2021-10-09,Electronics,3,1
2673,3454,35,Female,USA,3376.07,2022-03-05,Beauty,3,0
2674,10658,36,Female,Australia,2035.31,2022-01-10,Clothing,2,0
2675,4674,55,Male,USA,138.76,2020-05-24,Electronics,5,0
2676,2377,49,Male,UK,501.58,2021-03-27,Sports,2,1
2677,7701,39,Male,UK,852.96,2023-12-22,Beauty,1,0
2678,3597,19,Male,UK,152.24,2020-08-29,Electronics,4,1
2679,1141,30,Male,India,3412.6,2024-02-18,Clothing,5,0
2680,3659,40,Male,Canada,1520.65,2022-11-20,Electronics,5,1
2681,5596,42,Male,Canada,14.38,2022-02-11,Home,4,0
2682,10031,45,Female,Canada,4009.77,2022-12-19,Sports,4,1
2683,6661,28,Male,Canada,3260.1,2024-06-12,Home,3,1
2684,7142,50,Other,India,1987.23,2021-04-20,Sports,5,1
2685,6626,41,Female,India,860.84,2020-04-10,Clothing,3,1
2686,9787,19,Female,Canada,334.6,2022-03-20,Electronics,5,0
2687,9472,47,Male,India,2021.06,2022-03-01,Sports,5,1
2688,1423,34,Other,Germany,4368.85,2021-09-24,Clothing,3,0
2689,7999,57,Female,India,536.17,2024-11-13,Sports,3,1
2690,5249,51,Male,Canada,2627.63,2022-05-26,Home,5,0
2691,2750,55,Other,India,4789.27,2021-08-11,Electronics,4,1
2692,5757,39,Male,Australia,3004.14,2020-09-29,Home,5,1
2693,2967,22,Male,Canada,1919.81,2022-05-31,Electronics,1,1
2694,5088,41,Female,UK,3440.05,2024-02-10,Home,1,1
2695,5178,57,Male,USA,4035.18,2020-02-27,Clothing,2,1
2696,8789,33,Other,India,2747.84,2022-01-28,Sports,2,0
2697,3946,30,Female,USA,4295.08,2022-09-09,Electronics,5,1
2698,10641,43,Male,Germany,2330.25,2022-08-02,Electronics,5,1
2699,6394,48,Male,Australia,4065.16,2024-03-08,Electronics,1,1
2700,8880,56,Female,Canada,4736.11,2021-01-21,Electronics,4,0
2701,6075,41,Female,Germany,2256.84,2024-01-24,Home,1,1
2702,8230,40,Female,USA,2827.51,2024-06-19,Electronics,5,1
2703,2531,41,Male,India,2852.07,2020-02-14,Home,2,1
2704,3990,29,Male,Germany,3797.89,2020-10-17,Clothing,3,1
2705,8155,31,Other,Canada,4026.31,2023-07-05,Clothing,2,1
2706,5493,35,Female,Canada,350.24,2022-03-25,Sports,3,1
2707,10335,44,Male,UK,3533.48,2024-11-29,Electronics,3,1
2708,1933,45,Female,Canada,3810.98,2023-06-23,Home,3,0
2709,2460,35,Female,Canada,3352.36,2020-08-27,Home,2,0
2710,3723,33,Female,USA,3425.33,2023-12-07,Electronics,5,0
2711,1285,33,Female,Germany,272.28,2023-02-25,Home,4,1
2712,1264,30,Female,Germany,1931.21,2024-10-03,Electronics,5,0
2713,7816,46,Male,Canada,3999.99,2020-10-02,Home,5,0
2714,2762,26,Male,USA,4637.04,2021-02-21,Home,5,1
2715,1040,43,Male,Canada,762.07,2020-07-25,Beauty,5,0
2716,6827,45,Female,India,2685.57,2024-04-24,Home,2,0
2717,9259,58,Other,USA,3923.82,2020-12-30,Electronics,2,1
2718,1987,30,Female,UK,3638.24,2022-04-12,Home,3,1
2719,8804,53,Male,UK,2903.9,2023-10-01,Home,4,1
2720,8789,26,Female,Australia,397.2,2021-07-21,Sports,2,0
2721,6717,64,Male,Canada,3481.37,2020-06-08,Clothing,5,1
2722,4198,31,Male,India,3752.83,2020-04-05,Home,4,1
2723,6374,29,Other,Australia,3475.67,2021-02-28,Beauty,2,1
2724,5790,49,Male,Canada,3711.95,2023-02-13,Sports,4,1
2725,8183,55,Other,Germany,1870.03,2023-05-20,Electronics,2,0
2726,3524,20,Male,UK,4965.64,2021-08-21,Electronics,5,1
2727,10277,33,Female,Australia,3739.33,2023-08-23,Beauty,3,0
2728,3479,37,Other,Australia,2682.74,2020-09-24,Clothing,3,1
2729,10885,49,Male,USA,4638.05,2020-02-13,Electronics,5,1
2730,6154,40,Female,Canada,4495.09,2021-08-17,Electronics,1,1
2731,1778,34,Male,India,3980.12,2022-10-08,Clothing,3,0
2732,10777,33,Female,Canada,2600.32,2024-01-21,Home,5,0
2733,2492,55,Male,Canada,2399.06,2024-10-12,Home,4,0
2734,1660,25,Male,UK,1307.89,2024-02-04,Home,4,1
2735,2348,36,Female,Canada,879.83,2020-01-09,Electronics,3,1
2736,10491,47,Female,UK,2317.98,2021-10-30,Electronics,3,1
2737,8851,51,Male,India,2677.8,2023-04-27,Clothing,3,1
2738,8156,31,Male,India,844.9,2021-01-15,Clothing,4,1
2739,3044,39,Male,Canada,4574.31,2024-07-24,Electronics,5,0
2740,8368,61,Male,Australia,2565.01,2021-12-27,Beauty,4,0
2741,4516,34,Female,India,2395.78,2020-04-24,Electronics,3,1
2742,10250,32,Male,UK,1896.01,2024-03-05,Home,5,1
2743,10168,41,Female,India,180.61,2024-07-16,Home,5,0
2744,5577,41,Male,Germany,4353.21,2021-01-22,Sports,5,1
2745,1727,49,Male,Australia,1243.47,2021-03-14,Sports,2,0
2746,8468,30,Male,Canada,3033.53,2022-06-28,Home,1,0
2747,1342,38,Male,Germany,2840.88,2022-04-24,Beauty,3,1
2748,2447,41,Female,Australia,2714.68,2023-09-04,Electronics,4,1
2749,7581,57,Male,UK,2391.42,2022-07-23,Clothing,2,1
2750,7317,50,Male,UK,497.92,2022-05-25,Electronics,3,0
2751,1526,44,Other,Canada,1043.33,2024-09-23,Beauty,1,0
2752,7748,52,Other,Canada,2383.03,2024-01-07,Home,2,0
2753,1405,33,Female,Canada,3841.38,2024-08-10,Beauty,4,1
2754,8986,45,Female,Germany,1875.94,2020-01-28,Home,3,1
2755,10765,51,Male,Canada,621.57,2021-09-27,Home,5,0
2756,4740,64,Male,Canada,16.31,2023-11-22,Clothing,2,1
2757,2846,18,Male,Germany,3146.56,2020-03-17,Sports,1,0
2758,2478,58,Male,UK,1828.37,2021-08-09,Home,1,0
2759,1771,41,Female,India,189.54,2023-10-13,Sports,1,0
2760,6525,48,Female,India,3209.57,2023-04-24,Electronics,3,1
2761,9770,53,Female,USA,641.68,2024-04-23,Home,2,0
2762,1193,61,Female,Germany,2299.59,2020-08-21,Electronics,5,0
2763,3007,50,Other,Germany,1184.03,2023-06-25,Sports,5,1
2764,2185,50,Female,Canada,4624.3,2023-11-23,Beauty,5,0
2765,3394,56,Male,India,755.58,2020-11-24,Electronics,1,0
2766,10984,35,Female,UK,1809.55,2024-07-24,Electronics,3,1
2767,10302,40,Female,Canada,4777.21,2022-10-25,Clothing,3,0
2768,5005,40,Male,Canada,1252.99,2020-12-13,Electronics,1,1
2769,8429,32,Male,Germany,3045.26,2023-11-23,Sports,1,1
2770,3261,43,Other,India,1242.0,2023-07-06,Electronics,2,1
2771,4736,47,Male,Canada,108.71,2022-01-26,Beauty,5,1
2772,7716,42,Male,Australia,2951.51,2021-02-22,Home,5,0
2773,5875,62,Male,USA,4538.17,2021-01-25,Electronics,4,0
2774,9921,33,Male,India,1989.11,2021-08-12,Electronics,2,0
2775,5378,56,Male,UK,2943.97,2020-04-24,Electronics,2,1
2776,8815,41,Male,Australia,2848.94,2020-01-04,Electronics,3,1
2777,4451,62,Female,USA,1782.99,2021-10-04,Electronics,4,0
2778,8616,31,Male,UK,2881.93,2024-10-28,Sports,2,0
2779,10836,34,Male,Canada,926.25,2023-02-25,Electronics,3,1
2780,3800,29,Male,Australia,1579.21,2020-01-09,Clothing,2,0
2781,9333,46,Male,India,1932.75,2023-09-09,Beauty,3,0
2782,6410,49,Other,India,4252.05,2020-04-27,Clothing,3,1
2783,2455,41,Male,Germany,1415.83,2024-01-30,Clothing,5,1
2784,7892,30,Other,India,2993.25,2022-05-05,Sports,1,0
2785,6808,37,Female,India,673.72,2021-11-30,Electronics,1,1
2786,7796,32,Other,Canada,889.13,2024-08-01,Beauty,2,0
2787,5796,21,Male,USA,3066.36,2024-01-26,Beauty,5,1
2788,6093,51,Male,USA,3692.7,2022-07-20,Beauty,3,1
2789,2325,45,Male,Canada,2041.64,2020-05-04,Electronics,5,0
2790,5976,41,Male,Canada,1343.05,2020-08-10,Beauty,5,0
2791,10405,19,Female,India,4506.49,2020-11-23,Home,1,0
2792,2159,64,Female,Australia,246.94,2022-10-13,Beauty,5,0
2793,5650,47,Male,Germany,3463.93,2022-03-28,Home,2,0
2794,5987,43,Female,USA,3295.94,2020-09-15,Home,3,1
2795,5697,64,Male,USA,3296.35,2020-03-07,Home,5,1
2796,1340,43,Female,UK,4644.81,2024-06-08,Beauty,5,1
2797,4828,37,Female,USA,3505.05,2022-06-01,Electronics,2,1
2798,2968,59,Other,India,1158.61,2022-12-21,Clothing,3,0
2799,1703,45,Female,Australia,1443.75,2022-08-29,Electronics,4,0
2800,6482,37,Female,USA,1651.11,2024-03-29,Electronics,3,0
2801,7376,28,Male,Australia,330.55,2024-07-15,Clothing,2,1
2802,2800,27,Male,India,4524.31,2020-10-05,Clothing,5,1
2803,6463,40,Male,USA,95.46,2023-02-20,Electronics,5,1
2804,5912,54,Female,USA,3348.87,2021-08-11,Electronics,4,1
2805,5648,58,Male,Australia,3515.89,2020-09-28,Sports,5,0
2806,1855,36,Male,Canada,4140.43,2021-05-16,Sports,3,0
2807,3866,62,Female,UK,2543.49,2021-10-19,Home,2,1
2808,1182,35,Female,USA,3488.95,2023-07-16,Sports,3,0
2809,4112,41,Female,Canada,1164.98,2022-06-11,Beauty,5,0
2810,6670,44,Male,Australia,3600.71,2021-07-21,Electronics,4,0
2811,5492,23,Female,Australia,1388.79,2020-08-05,Beauty,4,0
2812,6823,27,Male,UK,4465.61,2021-11-15,Beauty,3,1
2813,2517,19,Female,Canada,398.6,2024-04-24,Electronics,3,1
2814,6002,41,Male,India,1236.67,2020-06-07,Sports,1,0
2815,2356,55,Male,USA,2243.23,2020-12-25,Electronics,4,1
2816,4629,45,Male,UK,3767.18,2024-01-28,Electronics,2,1
2817,4628,45,Male,Germany,3618.4,2021-06-27,Beauty,3,1
2818,9210,62,Male,Canada,658.94,2023-06-25,Electronics,4,1
2819,7132,41,Other,India,293.3,2024-07-22,Electronics,3,1
2820,10324,56,Other,UK,1171.83,2020-10-17,Home,3,0
2821,7588,19,Male,UK,2160.65,2020-02-05,Sports,5,1
2822,4311,63,Male,Australia,2464.53,2022-09-05,Electronics,3,1
2823,7048,22,Female,Canada,1860.26,2022-05-09,Beauty,1,1
2824,7246,41,Male,UK,3147.0,2020-03-06,Electronics,3,1
2825,1987,28,Female,Germany,1851.57,2022-03-07,Home,5,1
2826,4321,27,Other,India,4704.81,2023-12-21,Sports,5,1
2827,5615,60,Female,UK,935.33,2020-06-05,Beauty,5,0
2828,9365,19,Male,Canada,2950.55,2024-04-27,Home,2,1
2829,4741,32,Female,USA,2862.58,2024-12-15,Beauty,5,1
2830,4052,56,Male,USA,1048.66,2020-04-30,Sports,1,1
2831,7574,58,Female,Canada,1764.28,2020-07-10,Clothing,2,0
2832,1726,54,Male,Germany,1510.1,2024-02-08,Home,3,0
2833,4760,24,Male,Canada,448.74,2023-10-09,Sports,3,1
2834,6806,37,Other,UK,2125.12,2024-04-15,Electronics,5,1
2835,2875,51,Other,India,1626.64,2020-12-22,Electronics,3,0
2836,7993,52,Male,USA,480.75,2021-06-14,Clothing,5,0
2837,5033,51,Female,Canada,1974.34,2021-04-24,Sports,4,1
2838,6443,39,Other,USA,1820.14,2022-03-07,Home,1,1
2839,1989,48,Female,Germany,222.51,2023-01-01,Beauty,1,1
2840,4744,40,Male,USA,221.53,2023-11-15,Electronics,5,1
2841,9611,36,Male,Germany,3061.29,2022-08-11,Home,1,1
2842,1593,21,Male,Canada,3386.19,2023-01-04,Home,5,0
2843,2774,41,Male,Canada,4676.49,2020-07-06,Home,2,0
2844,1935,37,Other,Canada,21.47,2024-09-10,Electronics,5,0
2845,4808,56,Female,Canada,148.24,2023-09-23,Home,4,1
2846,1331,45,Male,UK,215.0,2021-04-20,Sports,3,1
2847,8922,56,Other,Australia,2427.26,2023-08-22,Beauty,1,1
2848,3702,34,Male,India,2925.11,2022-07-05,Beauty,3,1
2849,6889,36,Male,Canada,1719.38,2021-10-10,Home,3,1
2850,6054,41,Male,India,3888.46,2020-06-10,Sports,4,0
2851,4868,52,Female,UK,3276.85,2022-03-12,Home,4,0
2852,5200,49,Male,India,4922.12,2020-02-16,Beauty,2,0
2853,1201,64,Female,India,258.42,2020-01-24,Beauty,4,0
2854,3497,63,Other,USA,179.26,2023-09-21,Home,4,0
2855,2842,64,Male,Germany,1011.42,2023-07-31,Electronics,1,0
2856,10101,63,Other,India,395.22,2020-06-22,Home,3,1
2857,5658,56,Male,Canada,4629.36,2023-08-23,Clothing,3,0
2858,8544,52,Male,Canada,1171.73,2022-05-28,Home,1,1
2859,8718,47,Other,USA,2538.37,2022-02-12,Sports,1,1
2860,1770,34,Other,India,1249.38,2020-08-17,Home,5,0
2861,4155,59,Female,Canada,851.95,2021-12-03,Electronics,5,1
2862,2628,64,Male,UK,338.01,2020-04-27,Home,3,1
2863,1386,46,Female,UK,1262.01,2020-02-22,Home,5,0
2864,7031,23,Male,Australia,2884.8,2023-04-30,Electronics,2,0
2865,7439,34,Other,Germany,4843.92,2022-08-05,Beauty,3,0
2866,7401,34,Male,UK,2569.51,2021-07-25,Beauty,2,1
2867,5008,31,Other,Germany,2429.9,2021-06-06,Electronics,4,1
2868,3466,41,Male,UK,306.05,2022-02-10,Beauty,2,1
2869,3282,41,Female,Australia,4120.54,2022-02-20,Beauty,5,1
2870,2856,54,Male,India,253.37,2023-03-10,Electronics,2,1
2871,8980,57,Female,Germany,4484.28,2021-10-16,Clothing,4,0
2872,2998,56,Female,UK,2462.69,2020-04-22,Home,3,0
2873,6476,49,Other,UK,426.57,2023-07-11,Beauty,5,1
2874,10428,53,Female,UK,1984.39,2024-02-23,Sports,4,1
2875,5669,41,Male,Canada,4972.41,2023-09-29,Clothing,4,1
2876,10342,54,Male,UK,1177.96,2024-03-26,Clothing,3,1
2877,5318,41,Other,UK,982.03,2020-04-08,Electronics,4,1
2878,8064,31,Male,USA,149.03,2021-04-17,Sports,5,1
2879,8446,44,Male,Germany,2784.28,2022-11-12,Clothing,2,1
2880,2431,36,Other,India,9.25,2020-08-26,Home,4,0
2881,6624,48,Female,UK,3713.04,2021-09-12,Sports,1,1
2882,8461,63,Female,USA,4555.73,2023-07-10,Home,2,1
2883,2819,26,Male,UK,4625.29,2023-09-10,Electronics,5,1
2884,2130,55,Male,Canada,93.54,2021-11-02,Electronics,5,1
2885,7563,34,Male,India,2570.44,2024-10-21,Beauty,5,1
2886,3658,36,Female,Canada,34.1,2024-09-03,Home,5,0
2887,4500,61,Female,Australia,2646.09,2021-01-21,Electronics,5,0
2888,9566,21,Male,India,3982.39,2021-08-28,Home,4,1
2889,3120,41,Other,USA,2457.85,2020-05-01,Electronics,3,0
2890,5020,28,Female,USA,4296.3,2023-08-16,Electronics,1,1
2891,4259,39,Male,Canada,3909.21,2024-09-28,Home,4,0
2892,2823,21,Male,India,1021.02,2021-07-16,Sports,3,1
2893,2474,34,Female,USA,2965.56,2020-11-12,Beauty,5,1
2894,3242,25,Female,USA,459.23,2020-01-20,Beauty,2,0
2895,4243,63,Other,India,1678.23,2021-06-25,Sports,5,0
2896,7990,51,Male,Australia,808.78,2023-08-16,Clothing,5,1
2897,6160,28,Male,Canada,4654.14,2024-02-02,Home,4,1
2898,4134,48,Female,India,1729.64,2023-01-14,Electronics,3,1
