Customer_ID,Age,Gender,Country,Purchase_Amount,Purchase_Date,Product_Category,Satisfaction_Score,Churn
5330,49,Other,Ind,2971.37,2021-10-15 00:00:00,,5,Yes
10560,52,Other,Ind,1802.99,2022-10-24 00:00:00,Electronics,1,Yes
8003,36,,,1644.6,2020-01-24 00:00:00,Home,1,1
4537,31,M,U.S.A,157.7,2024-09-22 00:00:00,Electronics,4,
5558,,Other,Germany,3786.94,2022-04-12 00:00:00,Elec,2,
7579,39,M,Australia,3686.1,2023-09-07 00:00:00,Electronics,1,0
9474,34,F,India,854.64,2024-12-09 00:00:00,Home,1,1
10678,21,,U.S.A,4244.75,2021-06-22 00:00:00,Elec,,1
5082,62,Male,Australia,2739.52,2021-01-06 00:00:00,Elec,5,1
5183,57,Male,USA,2132.78,2024-06-04 00:00:00,Sports,3,No
9652,36,F,U.S.A,-403.77,2024-07-14 00:00:00,Elec,5,1
4754,54,F,Germany,1605.08,2023-10-20 00:00:00,Clothing,3,No
2724,19,,,3023.69,2022-07-01 00:00:00,Beauty,3,
2376,32,,Germany,-6.39,2022-12-28 00:00:00,Home,3,
9706,19,Female,India,2027.62,2024-02-04 00:00:00,Sports,4,No
9894,28,Other,Ind,4963.9,2024-03-08 00:00:00,Elec,4,Yes
2653,62,Other,Canada,3440.96,2023-08-29 00:00:00,Home,2,
3066,40,Other,Canada,2507.79,2022-12-31 00:00:00,,3,Yes
1022,27,M,Germany,2431.68,2023-06-23 00:00:00,Clothing,4,0
3460,20,Female,Australia,-259.29,2022-01-27 00:00:00,Home,10,No
6926,22,Other,India,4765.23,2024-11-23 00:00:00,,4,0
7251,20,M,UK,4604.98,2023-01-01 00:00:00,Home,,No
10496,55,M,Ind,3253.23,2022-02-24 00:00:00,Sports,,0
8295,30,Male,U.S.A,44.56,2024-03-31 00:00:00,,10,0
4300,59,M,,643.09,2024-09-10 00:00:00,Beauty,,1
7279,36,F,India,511.5,2022-10-10 00:00:00,Beauty,1,
9553,57,,Germany,2357.68,2020-02-09 00:00:00,Sports,10,No
8353,200,M,USA,642.92,2022-11-28 00:00:00,Sports,3,
4727,52,F,USA,3326.9,2022-12-15 00:00:00,Electronics,5,1
7272,41,F,India,2498.76,2022-06-03 00:00:00,,,
6995,41,Male,Canada,-402.88,2022-01-14 00:00:00,Electronics,1,No
10476,34,Male,USA,3592.31,2021-07-19 00:00:00,Clothing,4,1
1514,57,M,Germany,538.56,2023-04-10 00:00:00,,4,Yes
1448,27,Male,,4036.87,2020-10-28 00:00:00,Electronics,4,1
7019,19,Male,UK,1452.75,2024-02-22 00:00:00,Electronics,4,No
6343,61,,U.S.A,1362.41,2023-12-26 00:00:00,Home,5,0
9033,40,Other,Australia,-435.0,2024-09-20 00:00:00,Home,2,
3520,23,M,Canada,4932.51,2022-08-19 00:00:00,,2,0
4081,19,M,USA,2866.02,2022-07-22 00:00:00,Sports,3,Yes
2428,38,M,UK,1825.02,2021-07-08 00:00:00,Elec,10,0
4967,52,Male,U.S.A,31.42,2020-01-04 00:00:00,Beauty,10,
7445,-1,,,3345.31,2023-07-08 00:00:00,Clothing,,0
10114,46,Male,Ind,1055.02,2022-05-30 00:00:00,Electronics,4,1
3159,24,F,India,4935.54,2024-05-12 00:00:00,Home,3,No
6132,46,Female,Australia,4728.01,2024-04-21 00:00:00,Beauty,5,0
3547,54,Female,Ind,3544.13,2021-02-13 00:00:00,,3,No
3979,40,Female,Australia,4840.9,2024-11-05 00:00:00,Electronics,2,No
3649,50,Other,USA,80.99,2020-09-21 00:00:00,Elec,2,No
9505,25,Male,,1039.53,2020-01-15 00:00:00,Beauty,10,1
4083,29,F,UK,892.84,2020-03-28 00:00:00,Home,,No
2037,63,F,Australia,-103.93,2020-04-08 00:00:00,Sports,2,0
4489,,Female,Australia,4847.25,2022-10-04 00:00:00,Elec,3,No
8604,27,,U.S.A,-170.14,2024-06-28 00:00:00,Elec,10,1
8544,32,Other,Germany,4211.79,2020-08-04 00:00:00,Electronics,4,No
3634,41,Other,Australia,3724.89,2021-02-13 00:00:00,Electronics,1,0
4983,43,Female,India,1567.27,2020-07-09 00:00:00,Clothing,2,1
2778,64,Female,,-396.56,2023-05-23 00:00:00,Electronics,3,Yes
8902,59,Male,,-466.47,2024-09-29 00:00:00,Home,1,Yes
6110,56,,Ind,621.97,2021-09-08 00:00:00,,2,0
6189,20,Other,India,2216.32,2022-11-16 00:00:00,Beauty,2,
8378,19,F,UK,2018.5,2023-04-20 00:00:00,Elec,5,No
2124,23,Female,Canada,2719.11,2021-08-17 00:00:00,Beauty,2,
1697,38,Male,Germany,3745.78,2023-03-28 00:00:00,Sports,10,1
3179,26,F,Canada,1575.45,2020-08-17 00:00:00,Elec,1,No
10596,27,Other,Ind,382.0,2023-06-12 00:00:00,Elec,1,
6251,53,Female,,3900.27,2022-03-10 00:00:00,Sports,4,0
10235,20,,India,1329.8,2023-11-10 00:00:00,Home,10,1
2929,58,Female,Canada,1077.85,2021-06-13 00:00:00,Beauty,1,No
2013,41,,UK,3703.72,2023-07-31 00:00:00,Elec,3,Yes
1226,39,Male,UK,4637.77,2020-03-11 00:00:00,Sports,3,No
8321,-1,Male,USA,4532.29,2024-03-07 00:00:00,Elec,,1
2828,31,Other,Australia,255.93,2023-05-23 00:00:00,Sports,,Yes
8909,59,,Australia,2267.37,2020-04-26 00:00:00,Clothing,,0
6588,62,Female,UK,10.79,2020-04-09 00:00:00,Clothing,2,No
3023,61,Male,India,4785.37,2021-08-22 00:00:00,,4,
5966,44,Female,Ind,683.75,2022-05-09 00:00:00,Home,2,
6891,50,Other,USA,585.86,2024-08-15 00:00:00,Home,4,0
2080,39,,U.S.A,4388.87,2020-10-21 00:00:00,Home,10,1
6036,46,Female,UK,4823.18,2023-04-15 00:00:00,Home,5,0
3563,36,F,India,3336.98,2023-03-01 00:00:00,Beauty,4,1
4292,36,Female,,165.53,2022-10-01 00:00:00,Electronics,5,Yes
4586,23,M,Canada,2172.21,2021-09-25 00:00:00,Home,,1
5431,62,M,India,3991.33,2024-10-12 00:00:00,Clothing,10,Yes
7841,36,Other,Australia,2648.62,2024-05-22 00:00:00,Elec,10,No
7643,30,Other,UK,229.27,2020-02-26 00:00:00,Electronics,10,No
4959,43,Other,Germany,445.38,2022-11-02 00:00:00,Electronics,5,0
1161,39,F,U.S.A,4252.78,2020-07-11 00:00:00,Beauty,10,0
1593,38,,Canada,2398.66,2024-05-17 00:00:00,Sports,2,No
4390,53,F,Australia,3382.1,2022-09-20 00:00:00,,3,
6997,19,Female,Germany,1551.84,2024-03-13 00:00:00,Elec,4,Yes
7354,64,Male,Australia,2428.67,2023-03-22 00:00:00,Elec,2,No
1663,61,,UK,4874.07,2022-11-12 00:00:00,Electronics,5,
10324,47,M,India,1313.37,2020-01-30 00:00:00,Beauty,5,1
1541,44,M,Australia,3211.34,2023-10-24 00:00:00,Beauty,10,No
6433,24,M,India,448.78,2024-09-20 00:00:00,Beauty,1,
6093,37,Female,UK,169.57,2023-11-15 00:00:00,Home,1,No
1867,200,Female,U.S.A,3810.02,2020-11-05 00:00:00,Elec,4,1
9623,48,Other,Ind,4142.6,2024-07-02 00:00:00,Sports,3,1
6469,40,Male,U.S.A,3175.71,2023-11-25 00:00:00,Home,1,Yes
7256,30,Other,USA,370.08,2023-10-08 00:00:00,Clothing,,1
10398,34,Female,Ind,823.23,2021-07-25 00:00:00,Sports,10,1
2169,21,F,Germany,4511.47,2020-03-06 00:00:00,Home,,Yes
1830,31,Other,India,1087.87,2020-06-14 00:00:00,Sports,5,No
2651,37,,UK,4003.73,2024-02-24 00:00:00,Clothing,10,No
2136,30,Female,Canada,1072.66,2024-08-03 00:00:00,Home,2,Yes
3810,20,Female,U.S.A,4667.04,2021-07-17 00:00:00,Sports,3,No
9667,43,F,USA,4529.49,2020-06-28 00:00:00,Clothing,4,No
10518,43,F,USA,-262.05,2021-06-27 00:00:00,,2,
2019,35,F,U.S.A,3737.28,2021-12-26 00:00:00,Elec,4,Yes
6237,49,Male,,432.04,2022-02-15 00:00:00,Beauty,2,Yes
2283,31,,India,683.99,2022-11-06 00:00:00,Sports,10,0
1659,64,Female,USA,2029.15,2020-05-05 00:00:00,Clothing,2,
3010,20,F,Germany,2669.75,2020-03-22 00:00:00,Elec,3,No
9590,18,Male,UK,1291.9,2022-11-29 00:00:00,,4,0
2733,43,M,India,2664.61,2024-06-27 00:00:00,Beauty,1,
3125,41,,Germany,438.62,2023-05-27 00:00:00,,2,No
3171,-1,M,USA,-377.14,2022-08-28 00:00:00,Clothing,,
9266,52,M,Canada,2641.73,2023-04-20 00:00:00,Elec,2,1
4471,31,Female,India,2345.78,2021-03-13 00:00:00,Elec,,No
10028,20,Male,U.S.A,3293.1,2024-08-18 00:00:00,Elec,1,
6624,30,Male,USA,3074.02,2022-08-25 00:00:00,,3,
9691,64,M,UK,4436.18,2024-09-09 00:00:00,Electronics,3,0
9329,200,,UK,2027.08,2021-06-13 00:00:00,Clothing,3,
3097,31,Other,Germany,-453.97,2024-08-03 00:00:00,Home,5,1
6068,38,M,Ind,2968.59,2023-03-30 00:00:00,Home,5,1
7397,43,Female,,3213.23,2024-10-15 00:00:00,Home,3,
3757,20,M,UK,2368.22,2022-07-22 00:00:00,Home,3,No
4920,57,,India,3291.18,2022-01-03 00:00:00,,1,0
9186,21,,India,1279.71,2024-12-02 00:00:00,Elec,5,No
2900,53,M,Australia,318.45,2021-07-10 00:00:00,Elec,,
3610,60,Male,Canada,3155.05,2023-04-25 00:00:00,Electronics,10,1
7900,18,M,Ind,848.53,2023-10-09 00:00:00,Electronics,10,Yes
2449,57,F,Ind,2009.74,2023-10-30 00:00:00,Electronics,4,0
9738,64,F,UK,2203.93,2024-01-30 00:00:00,Beauty,3,No
6017,50,Other,Ind,2124.6,2020-08-28 00:00:00,Sports,3,1
8999,24,Female,,2791.47,2024-10-26 00:00:00,,3,No
7052,28,Female,U.S.A,-338.0,2020-11-29 00:00:00,Home,2,
3096,44,Male,UK,4943.25,2020-02-17 00:00:00,,5,No
9895,31,Female,Canada,3439.71,2023-02-08 00:00:00,Sports,4,0
7404,39,Other,U.S.A,1839.63,2024-06-06 00:00:00,Home,2,Yes
10817,33,F,USA,552.32,2023-02-01 00:00:00,,2,Yes
4331,63,Male,Ind,-59.02,2021-04-07 00:00:00,Home,10,
8462,29,,Ind,3197.05,2023-01-02 00:00:00,Home,4,0
6105,-1,F,U.S.A,1243.26,2024-05-09 00:00:00,,4,Yes
3978,63,Other,India,762.13,2020-11-12 00:00:00,Electronics,4,1
3839,27,Male,U.S.A,1589.75,2020-01-02 00:00:00,Elec,4,No
4384,41,M,India,2761.08,2024-11-12 00:00:00,Beauty,,
1685,63,Female,UK,3194.38,2021-01-06 00:00:00,Home,4,1
8531,35,Other,,3048.44,2024-11-28 00:00:00,Home,,
5283,39,Male,Germany,4247.96,2024-02-01 00:00:00,Home,3,0
8736,26,F,,703.17,2022-10-30 00:00:00,Clothing,,
8710,34,Male,India,3002.1,2021-08-10 00:00:00,,,Yes
2619,55,M,U.S.A,56.13,2021-02-26 00:00:00,Home,4,0
7868,57,Other,UK,2513.64,2023-07-05 00:00:00,Electronics,4,
2431,30,Male,Ind,2711.77,2024-07-14 00:00:00,Electronics,5,1
10067,200,,USA,689.31,2022-04-12 00:00:00,Sports,3,0
5713,54,Other,Ind,1654.31,2022-08-19 00:00:00,,10,0
10557,23,Other,Ind,4049.56,2021-12-27 00:00:00,Elec,2,
10435,38,F,,316.25,2021-04-20 00:00:00,Elec,3,
5998,53,Female,USA,1889.78,2020-09-01 00:00:00,Electronics,1,0
1162,24,,U.S.A,4630.03,2023-09-22 00:00:00,Sports,4,No
2974,53,M,Canada,2272.6,2021-11-22 00:00:00,Beauty,2,No
4291,42,Male,,3488.24,2021-05-02 00:00:00,Clothing,1,Yes
9461,28,Female,U.S.A,4047.76,2022-05-02 00:00:00,Electronics,,0
1631,61,F,UK,620.76,2024-12-30 00:00:00,,2,No
1905,31,Female,UK,700.19,2023-01-01 00:00:00,Home,3,1
3014,62,Other,U.S.A,3672.25,2024-10-10 00:00:00,,10,0
10833,46,Other,,3643.19,2022-01-22 00:00:00,,,No
8896,27,M,USA,-168.99,2024-09-04 00:00:00,Beauty,1,
1204,200,,UK,1273.74,2022-07-16 00:00:00,Home,,1
1581,,Male,U.S.A,1691.93,2022-10-25 00:00:00,Sports,,Yes
6675,22,Male,USA,4059.72,2024-01-25 00:00:00,,,No
10032,25,F,U.S.A,1820.24,2023-10-21 00:00:00,,4,
6347,63,M,Canada,4592.61,2024-02-27 00:00:00,Sports,4,1
10911,22,Male,Australia,4981.34,2020-08-04 00:00:00,,1,1
3643,41,,Germany,3793.99,2023-05-22 00:00:00,Clothing,3,Yes
9017,57,Other,UK,3165.13,2022-08-16 00:00:00,,10,
3297,43,M,U.S.A,1655.43,2023-09-10 00:00:00,Beauty,1,No
1874,23,Female,,-131.28,2020-11-05 00:00:00,Sports,3,0
6560,33,M,U.S.A,2652.26,2020-02-07 00:00:00,Home,2,1
1689,53,M,,1489.38,2022-06-23 00:00:00,Elec,10,No
5000,29,,India,1429.94,2022-12-20 00:00:00,,3,0
10614,28,,Canada,3282.4,2023-01-23 00:00:00,Electronics,1,No
1671,20,Male,Ind,2050.02,2020-08-20 00:00:00,Electronics,1,No
8927,61,F,U.S.A,3636.52,2024-12-17 00:00:00,Elec,2,1
2171,54,F,USA,1689.95,2024-04-20 00:00:00,Beauty,,1
6591,23,,Germany,329.75,2021-05-27 00:00:00,Beauty,10,No
10135,36,Male,Ind,2037.41,2020-05-29 00:00:00,Sports,1,No
7342,35,Male,Canada,4730.57,2024-02-03 00:00:00,Electronics,5,Yes
2449,33,Male,India,3908.39,2020-08-02 00:00:00,Elec,,0
3539,40,,USA,631.62,2021-02-02 00:00:00,Clothing,10,
4959,60,F,Canada,1652.15,2024-04-30 00:00:00,Elec,10,
7285,54,Male,Australia,4602.86,2024-05-19 00:00:00,Clothing,1,Yes
6432,26,,India,180.34,2022-10-26 00:00:00,Elec,5,No
5260,20,Female,UK,896.73,2023-01-09 00:00:00,Elec,1,No
3361,25,Female,Australia,942.22,2020-07-07 00:00:00,Elec,1,Yes
7164,55,Other,Australia,2640.13,2024-08-13 00:00:00,Elec,2,
4670,21,Female,Ind,1759.03,2021-10-21 00:00:00,Elec,,1
2753,29,M,UK,-60.71,2020-01-28 00:00:00,,5,1
9100,61,Other,India,2960.5,2021-11-07 00:00:00,Elec,10,No
2938,48,Female,Ind,44.93,2020-05-14 00:00:00,,2,0
9562,42,M,UK,2835.28,2024-11-24 00:00:00,Clothing,5,
6976,33,Female,Canada,2288.55,2020-10-31 00:00:00,Clothing,5,0
7588,59,,Germany,2215.18,2021-05-09 00:00:00,Sports,10,No
9616,31,M,India,-128.77,2021-12-24 00:00:00,Elec,10,
7304,30,Male,Ind,3015.71,2023-07-27 00:00:00,Home,4,1
8345,58,,Germany,1872.26,2023-01-08 00:00:00,,5,1
8875,24,M,India,1761.08,2024-12-09 00:00:00,Clothing,2,0
10086,29,,Australia,2780.48,2022-05-09 00:00:00,Sports,2,
7633,54,Male,Germany,2834.36,2021-01-25 00:00:00,Clothing,3,No
1597,200,M,Germany,-417.32,2022-11-04 00:00:00,,,Yes
4062,21,M,USA,188.74,2021-08-21 00:00:00,Clothing,,Yes
3336,19,,India,800.85,2022-07-07 00:00:00,Elec,,Yes
10879,52,Female,UK,3228.88,2022-06-10 00:00:00,,1,No
1572,61,M,Canada,2672.08,2020-08-10 00:00:00,Home,4,Yes
8521,20,Female,,3666.96,2024-06-14 00:00:00,,1,0
7171,21,M,Ind,3573.34,2022-04-07 00:00:00,Clothing,2,1
8097,55,F,Germany,4192.51,2020-09-22 00:00:00,Sports,4,Yes
3090,29,Other,U.S.A,1572.48,2023-09-05 00:00:00,,5,1
7566,36,Female,Germany,1397.85,2023-02-03 00:00:00,Elec,10,0
5624,27,Female,Australia,4070.58,2020-09-09 00:00:00,Sports,,
2633,18,Male,India,806.81,2020-07-17 00:00:00,Electronics,2,
2517,34,F,Australia,2036.45,2022-12-15 00:00:00,Beauty,10,No
4648,33,Male,Canada,568.79,2022-07-16 00:00:00,Clothing,2,1
2537,26,F,USA,4526.12,2021-02-10 00:00:00,Elec,2,No
4137,26,F,India,1742.92,2024-01-01 00:00:00,,2,Yes
7985,26,,Australia,668.68,2024-11-09 00:00:00,Clothing,4,No
1097,29,,USA,3306.07,2024-01-20 00:00:00,Sports,10,0
4750,58,,,845.55,2024-02-09 00:00:00,Clothing,1,No
9535,32,M,,4689.27,2023-10-02 00:00:00,,1,Yes
9174,19,Male,India,1521.89,2021-04-30 00:00:00,Elec,,Yes
9103,28,Other,Canada,3155.52,2022-05-02 00:00:00,Sports,5,0
6413,28,F,U.S.A,1398.85,2020-12-28 00:00:00,Electronics,2,1
5666,25,F,Germany,3939.85,2024-10-19 00:00:00,Elec,10,
1610,49,Female,UK,4433.08,2020-07-30 00:00:00,,10,0
2727,23,M,Canada,3833.55,2021-12-01 00:00:00,Clothing,,
2854,37,Other,Canada,4166.74,2022-05-26 00:00:00,Elec,2,0
6055,56,,U.S.A,60.34,2021-09-05 00:00:00,Elec,,0
3324,52,F,Australia,4582.36,2022-07-04 00:00:00,Electronics,1,No
10369,25,Female,USA,2933.65,2023-12-31 00:00:00,,10,No
10283,200,Male,India,4280.7,2020-05-22 00:00:00,Electronics,,No
6774,-1,F,UK,3264.4,2023-08-01 00:00:00,Beauty,5,0
7519,60,Female,USA,610.16,2022-12-29 00:00:00,,,No
2749,51,Male,Germany,2852.55,2024-05-19 00:00:00,Sports,3,0
1781,36,M,UK,0.2,2022-08-15 00:00:00,,4,No
8548,24,,,3326.48,2024-09-29 00:00:00,Electronics,10,
7823,48,Male,Canada,1749.51,2024-03-31 00:00:00,Sports,10,1
3105,35,F,Germany,334.53,2023-08-26 00:00:00,Beauty,,No
4867,57,Other,,4885.76,2022-05-14 00:00:00,Sports,10,Yes
8193,31,Male,Germany,4455.96,2023-07-10 00:00:00,Elec,,1
5976,56,Other,Australia,4414.49,2020-02-29 00:00:00,,1,Yes
3113,53,Other,India,3838.51,2021-06-05 00:00:00,Beauty,4,1
6879,34,Male,USA,3305.9,2020-11-04 00:00:00,Clothing,1,No
4970,54,M,Germany,3102.94,2024-03-23 00:00:00,Beauty,5,
10259,61,Male,,83.52,2023-11-06 00:00:00,Beauty,2,No
8264,26,Female,Australia,4453.11,2020-12-06 00:00:00,,3,0
2577,37,,Australia,4346.21,2024-06-13 00:00:00,Beauty,4,Yes
10203,62,Other,,3613.19,2024-04-21 00:00:00,Home,3,1
3274,45,,Germany,4600.23,2022-06-18 00:00:00,Electronics,2,
5869,200,F,UK,2541.96,2023-01-12 00:00:00,Sports,1,Yes
7744,37,Other,Ind,1962.03,2023-06-11 00:00:00,Elec,5,
3426,58,F,Ind,4823.71,2022-01-31 00:00:00,Sports,2,Yes
6546,53,Female,,2052.72,2020-08-27 00:00:00,,3,No
7852,44,Female,Australia,3027.28,2023-02-01 00:00:00,Home,10,0
3551,25,,USA,1551.84,2024-10-12 00:00:00,Clothing,3,Yes
7411,49,Female,Australia,2999.79,2020-08-12 00:00:00,,3,
1007,18,Male,U.S.A,3460.54,2020-10-05 00:00:00,Elec,1,No
9087,34,Other,Australia,2935.61,2023-11-17 00:00:00,,10,1
3555,26,F,,2330.1,2024-08-28 00:00:00,,,1
1475,37,,Germany,1150.61,2021-03-04 00:00:00,,3,No
6416,62,,UK,3041.15,2021-02-05 00:00:00,,1,1
9676,49,Female,Canada,4496.36,2020-02-15 00:00:00,Electronics,10,
8239,19,Female,UK,-461.98,2021-05-28 00:00:00,Electronics,3,0
7710,49,F,USA,236.61,2023-04-14 00:00:00,Electronics,4,No
6000,62,Other,USA,158.75,2022-10-20 00:00:00,,,0
5654,26,Other,Germany,4577.63,2024-12-13 00:00:00,Electronics,10,0
9078,47,,UK,3145.11,2024-07-11 00:00:00,Home,10,No
7063,37,F,,4734.83,2024-12-12 00:00:00,Sports,4,Yes
3285,55,,Ind,2705.47,2023-10-21 00:00:00,,,
6223,18,M,Australia,2039.53,2023-04-11 00:00:00,Clothing,2,No
7971,22,Other,U.S.A,3857.89,2020-10-30 00:00:00,Elec,2,
4525,52,F,,385.18,2020-05-31 00:00:00,Elec,,0
3822,53,F,UK,1597.36,2020-12-16 00:00:00,,5,0
5943,18,,Ind,2064.51,2021-12-05 00:00:00,Clothing,3,Yes
7530,31,Female,,1141.52,2020-04-01 00:00:00,Clothing,3,0
1258,26,F,India,1542.07,2023-03-30 00:00:00,Home,1,No
1282,47,,,-70.42,2020-04-15 00:00:00,Home,,
2898,41,Male,Ind,588.91,2022-01-10 00:00:00,Beauty,10,Yes
5135,21,Female,Germany,1345.23,2023-01-31 00:00:00,Home,2,No
7629,200,Female,Australia,3877.4,2020-05-11 00:00:00,Electronics,,
4200,31,Other,Australia,503.74,2022-02-07 00:00:00,,4,
6110,42,M,Australia,1406.52,2023-08-05 00:00:00,Sports,1,1
8167,21,Other,USA,-142.94,2021-04-02 00:00:00,Clothing,4,1
1612,42,Male,Canada,2564.07,2022-06-17 00:00:00,Home,1,No
1687,27,,Ind,2861.88,2023-01-29 00:00:00,Sports,2,Yes
4690,52,Female,Australia,4260.34,2022-11-10 00:00:00,Electronics,3,
9804,24,Female,UK,4005.14,2020-09-05 00:00:00,Home,,
3307,59,F,Canada,1069.58,2020-07-10 00:00:00,Home,3,No
8133,30,M,U.S.A,253.25,2021-08-07 00:00:00,Sports,2,Yes
7509,21,M,Canada,358.46,2023-08-29 00:00:00,Elec,,0
10973,200,F,UK,4829.3,2020-06-16 00:00:00,,10,Yes
6906,60,Male,,3202.74,2024-05-16 00:00:00,Elec,4,0
3591,53,M,UK,-265.86,2020-06-19 00:00:00,Electronics,5,
8183,31,Female,USA,252.29,2024-07-14 00:00:00,Home,5,1
6248,35,Male,Australia,2171.9,2023-05-24 00:00:00,Sports,2,1
9766,25,Other,U.S.A,643.06,2024-03-12 00:00:00,Electronics,10,No
6108,49,Other,Australia,3920.12,2023-04-12 00:00:00,Home,1,Yes
4604,44,Male,India,2652.69,2021-06-19 00:00:00,Elec,3,Yes
1669,59,Female,U.S.A,2869.48,2021-02-11 00:00:00,Home,4,0
5364,54,Other,India,2045.54,2021-05-15 00:00:00,Clothing,5,No
8329,40,,,908.35,2023-03-07 00:00:00,Beauty,3,Yes
2283,24,Female,U.S.A,2741.72,2020-04-08 00:00:00,Electronics,2,No
1923,29,F,Australia,3443.34,2022-04-15 00:00:00,Sports,3,0
2125,42,M,USA,1540.21,2022-12-16 00:00:00,Clothing,,
2529,20,Male,,2277.19,2020-09-03 00:00:00,Home,5,No
10786,43,M,U.S.A,4118.26,2021-11-14 00:00:00,Sports,10,1
9438,21,F,Germany,317.75,2021-12-13 00:00:00,Clothing,4,
4711,59,Other,USA,2498.73,2020-04-16 00:00:00,Clothing,1,Yes
9004,53,,Australia,1416.27,2022-12-07 00:00:00,Elec,1,0
10752,32,Female,India,3365.37,2022-04-24 00:00:00,Elec,,0
7274,49,Female,Ind,-396.54,2023-08-02 00:00:00,Beauty,10,1
4864,46,F,India,3187.6,2020-02-15 00:00:00,Elec,,No
8833,27,Male,Australia,65.94,2021-01-30 00:00:00,Clothing,3,1
7788,38,M,Canada,-143.78,2023-02-17 00:00:00,Electronics,1,No
1226,33,,UK,3485.43,2022-12-19 00:00:00,Beauty,5,1
1264,64,Other,Australia,3021.88,2023-03-16 00:00:00,Beauty,10,1
10587,36,Male,Germany,4422.15,2021-09-07 00:00:00,Home,4,0
1645,46,,Australia,2358.1,2024-05-22 00:00:00,Home,1,No
8544,35,,Germany,2415.13,2022-08-07 00:00:00,Electronics,1,1
6569,61,F,India,3388.6,2024-02-29 00:00:00,Sports,2,Yes
3990,33,F,Canada,1278.69,2021-11-04 00:00:00,Elec,1,0
3504,18,Female,U.S.A,-296.98,2024-10-16 00:00:00,Elec,1,0
10346,,Other,Australia,765.25,2023-02-15 00:00:00,Electronics,5,0
1587,19,Male,,809.07,2020-08-24 00:00:00,Beauty,10,0
10177,32,Female,Germany,1346.12,2023-05-26 00:00:00,Home,1,1
5079,56,Other,,4689.05,2023-02-21 00:00:00,Electronics,2,1
4348,45,M,U.S.A,3926.64,2021-09-20 00:00:00,Home,2,0
7299,18,M,UK,4647.76,2023-07-10 00:00:00,Electronics,,1
4831,22,Female,Australia,4992.35,2020-06-18 00:00:00,Elec,2,1
10433,59,Male,Germany,1885.78,2024-09-27 00:00:00,Electronics,1,No
9381,39,Other,India,748.9,2022-03-31 00:00:00,Clothing,,Yes
10172,53,M,,2580.02,2021-01-26 00:00:00,Electronics,3,No
10890,63,M,Germany,4346.24,2023-03-19 00:00:00,Home,3,
2715,30,Male,Canada,2061.53,2023-06-23 00:00:00,Electronics,5,No
7450,18,Female,UK,2279.7,2021-05-15 00:00:00,Sports,10,Yes
6433,33,F,Germany,239.42,2024-12-22 00:00:00,Elec,3,Yes
2098,58,,,1812.51,2023-04-29 00:00:00,Elec,5,No
8096,39,Other,Ind,1628.47,2020-06-22 00:00:00,Clothing,5,No
3326,49,M,U.S.A,1434.29,2021-08-15 00:00:00,Electronics,,
10087,33,,UK,4380.14,2020-06-20 00:00:00,Sports,2,0
7416,32,,UK,-173.84,2022-08-15 00:00:00,Home,4,Yes
7980,63,F,Ind,4846.81,2021-11-06 00:00:00,,5,0
7763,59,,U.S.A,-454.64,2022-03-19 00:00:00,,10,
2674,29,Male,Canada,4700.77,2021-09-14 00:00:00,Sports,1,1
8950,18,Female,India,2514.26,2021-12-19 00:00:00,Elec,2,1
10122,34,Other,UK,3363.45,2020-12-03 00:00:00,Clothing,1,0
9915,58,Male,Canada,529.23,2023-12-05 00:00:00,Home,1,No
7049,200,Female,UK,3098.16,2022-12-29 00:00:00,,3,Yes
2089,45,Male,India,4350.77,2023-01-26 00:00:00,Electronics,1,0
5578,24,M,Ind,267.14,2022-07-25 00:00:00,Electronics,,No
10127,26,M,India,198.95,2024-03-20 00:00:00,Sports,5,
1155,39,F,Australia,1171.88,2023-04-23 00:00:00,Electronics,10,No
10262,43,Male,Australia,389.49,2024-10-05 00:00:00,,1,
2958,29,,Ind,108.55,2023-12-07 00:00:00,Home,10,0
7344,24,M,India,3230.75,2021-01-12 00:00:00,,1,1
6779,63,Female,UK,676.05,2022-11-01 00:00:00,Elec,3,Yes
7144,64,F,,3168.58,2023-12-03 00:00:00,Home,1,0
6063,32,,USA,4240.61,2024-11-09 00:00:00,Electronics,5,1
4830,55,Other,Canada,3086.14,2021-02-21 00:00:00,Sports,5,
10046,38,Male,UK,156.52,2020-11-26 00:00:00,Electronics,1,Yes
9831,31,M,Canada,2654.68,2022-09-09 00:00:00,Elec,5,No
10794,19,,Ind,1664.96,2020-10-06 00:00:00,Beauty,,0
7659,25,Female,India,1388.54,2023-02-12 00:00:00,Electronics,,No
1441,62,Male,UK,1251.92,2022-05-30 00:00:00,Clothing,5,Yes
7040,23,Female,Australia,4611.88,2023-05-18 00:00:00,Electronics,3,0
6925,54,F,Ind,3583.79,2021-03-22 00:00:00,Elec,10,0
8358,54,M,UK,236.17,2022-04-10 00:00:00,Beauty,2,No
5628,50,M,Germany,2118.03,2023-11-18 00:00:00,Clothing,,No
7370,58,F,Australia,1250.23,2024-07-26 00:00:00,Sports,2,1
10528,23,Female,Canada,4878.66,2022-01-04 00:00:00,Clothing,4,No
1948,43,Male,,4879.16,2023-04-19 00:00:00,Home,10,
9179,56,Female,India,1257.44,2024-01-28 00:00:00,Elec,2,1
7115,58,Male,Canada,1436.62,2022-11-17 00:00:00,Beauty,,No
1459,54,,India,2796.78,2020-07-11 00:00:00,Home,,0
